,logpred
20332537,6.114252678900085
19504228,4.441397319053031
7124926,4.325594156771156
724656,5.518587911492228
17857598,5.570845484053828
7198878,3.998491064259823
1954429,4.564124041274201
17552926,4.605002083835698
18947464,4.950263542428501
555596,4.061545892826017
8687518,4.003303890885898
2754975,3.8270666463146714
15591048,4.752698162984012
68403,4.815133235885185
16123133,3.9806344025074756
16545677,5.452098689469364
9909328,5.744172417897276
9372609,5.0698755530769475
15507297,4.314983268343454
3104839,5.8499951016441765
5628808,5.259927589751787
10043483,4.275715548859716
13882820,4.765416193524091
5804060,4.8984947680210675
13880330,4.654744294118489
16515346,4.9932840433309105
9734018,4.063737841947081
13343870,3.4666716608458543
10102418,4.85790293528215
20903084,5.052520088315673
17642625,5.802209426683593
12547180,4.075666639931381
15509545,4.114815007913236
253466,3.6478790786870308
13223336,3.9847875763512315
17152842,5.386564311267347
8411226,4.855036366460269
16234017,5.1288263505302085
2627940,5.706711462668348
13669161,5.06391410797764
20933293,4.747961907058218
7930895,4.069309770372927
16812656,4.196823428927639
13031184,4.817708723557789
476919,5.6806648914636515
20729133,3.934578744035352
15755492,4.616594650609099
16707888,4.111209758604598
3466620,6.3677692884134895
17498442,5.973807404204929
12364198,4.742466089720993
15942888,4.808225611186945
20969932,4.442237464004171
11363122,4.291103469596493
18667247,4.647807068694246
10672015,5.233642212585942
12008897,4.464519677941518
10230060,5.271450450249922
12630408,4.936860817628617
14186084,4.6203130835002915
16160310,3.519731519410869
3454343,4.392367534973493
6135485,5.534122354149316
12544280,4.553032300085753
13276066,5.482316458774172
2503128,4.620901900047049
3717427,5.065123718987191
16441864,4.162819262935246
10058134,4.5469382025653164
13346431,4.287670969708833
15740950,5.956267949090272
13080618,4.741755689089635
17865806,4.277165130816352
19777573,5.221104590806876
11064084,5.100358725500087
8850423,4.969913680076575
7472068,4.8530722822040575
10779412,5.688417032913142
331450,5.014734887064224
9347680,4.7012293936056775
12955368,4.629081597575292
12231352,4.566697459269704
16004577,4.369306745473949
7311059,4.017110377164937
4663928,4.434286174080484
376559,4.875699768178284
13591611,5.1552477429034225
1656621,4.946095470321766
18314314,5.046810080306527
9791362,5.383640122880012
61153,3.9380084530813066
3868503,5.55766470073771
19192001,5.556917453231623
15990034,4.975219579475988
18637173,4.731477646039581
18331809,5.194185093878857
18296371,4.642372032487482
14038936,4.0571926393279005
16870359,4.627052345150427
271130,5.158517474362607
14169399,4.494569103867145
9734844,4.35708616482551
12875096,5.133587309658934
12803399,4.115094883879855
15871074,4.7829382078914575
3953322,4.548806599622461
12230297,4.6480591930962225
13860706,4.766734352501322
5360210,6.731462884342006
12973167,5.069075236301908
15057743,4.186263601635372
17750227,6.14701324967986
3544343,4.68026742140491
11434047,4.187144922600943
8649889,4.709164095477918
1907186,4.307894827687483
10156269,4.970352448432595
248865,5.32489189498441
7274441,5.618995318885445
16122843,5.807797533713142
16002608,4.304388232898421
5364134,4.920024434517989
2979052,4.317206548170745
14066228,4.898546039026123
20581837,4.545578394731122
20395728,4.272295576448234
12569486,4.414705708737223
7518816,5.134093916106897
4137789,4.327947622633547
9633282,4.554421582605872
56859,6.181974346092973
16098984,6.535665545748611
6259989,5.629465977210186
7939407,3.965842149236109
7517579,4.222536577291267
18730787,6.0333965623265255
13615838,4.347997810362797
6504030,4.385364351596945
2176963,4.76003161814036
6107258,4.657363270100498
3318417,4.479111992909742
6222260,6.174003271146622
17479706,5.011953768062893
19334291,4.2342786406780055
4296362,4.3801891575667895
8627179,4.708842668386058
12454870,5.356700991125478
16042019,5.688119132707632
14189240,3.716796008332409
2488022,5.770056216363291
18369887,4.516043701429866
17774890,4.185257872690442
16082400,4.15062321264738
7020322,5.566010992103145
14774411,5.332130977112779
3852970,5.148344641242299
15870268,4.01944818475737
6043296,5.409738140338789
14221607,4.09045757536097
17073983,5.100065406226381
17991551,4.4896640053415435
15343720,3.743985919129698
2598841,4.423983629900427
10783121,5.036466430623899
5496554,4.071397705654042
13379739,5.221931831665024
1944155,4.852993590560498
13564007,4.44350756933752
20817835,4.177628956673912
9473440,3.861213395019731
16359470,4.831342649639145
11150475,6.006379339811929
13094264,4.259422601166441
1822183,6.109138517073308
12518189,4.458554424280843
12455369,4.860360791086201
15468914,4.950412049406784
12905131,5.266827564953702
181972,5.109185406354779
20146269,4.932883273983067
17846157,3.777359878185382
12270642,5.516631529797035
13514141,5.154998088215676
16618112,4.7017934070550895
7382491,4.997705173827971
14696763,4.626090127219115
1090297,5.547295024139709
9473816,5.831244745587241
17515103,4.888935983983984
15370440,4.4284777624921885
10524082,4.808368002737437
7182122,4.167681798411419
2070705,5.036704752418304
18763188,4.976550800287113
12433198,4.517431926787827
20353100,5.19604333886321
13897860,4.773156143886055
13209493,4.882221626063364
16837677,4.895934690268186
6725556,4.703651985347884
10090585,4.2354403820010145
14983123,5.724886136593806
1940006,4.90611678400925
7886331,5.215278895287807
20310503,5.083976166402983
18294493,4.627257783965928
720811,4.435646143453248
818189,3.789540442844359
16914048,4.935337488530597
755528,5.269105876639657
11656396,5.468389652261835
7112125,4.527726059175186
2975776,4.455529409733052
386846,3.6607268857205417
17217670,6.181923828649619
4191637,6.680854377612768
14217775,5.016290886946135
18760486,5.460959990356473
6732313,4.490765334583656
16382270,4.495722702949201
11582472,4.5652969637863405
17893451,5.175015557567596
8254893,5.244132157824691
19832188,5.472189569762321
634133,5.3169522448001185
640589,4.272023588766383
16899141,3.9227781852930077
20383768,4.806320612581723
16439512,4.899476524344448
17811587,4.565121831429995
2343987,5.273850035542983
5624807,4.6461990406823865
971449,4.425761592559313
16807426,4.195758516053991
6599870,4.656368520374148
17616603,4.345857088562316
6462549,4.644283983693633
20218811,4.051887421715662
5195346,4.473553346249432
1989842,4.968226629226118
3311544,5.020415642583246
18190744,3.7844944780864815
20480443,6.348488954978334
15028308,4.925982511009366
2238488,5.040346068182691
15019476,4.689953921047473
1499630,4.411181743666113
8733790,4.473878566941297
8392488,5.853017865728378
7526377,4.64978001343393
12089766,4.580269578376144
10491137,6.016265221204563
12736586,4.200632668173411
6844537,5.24537274840352
7896248,4.657309473149805
8381472,4.940114722274919
7280929,4.322643278337487
13250303,4.932573895289713
18752630,4.0785554351515225
9490137,4.4563122095670895
13360706,3.9967339816705283
19522525,3.751512195125866
21053769,4.299645126067466
1352111,5.12659570076881
6361628,3.9993827363384273
13388649,4.078144822746442
7086215,4.553818059544991
6696127,5.254305098819374
14050933,4.633612751165989
9611367,3.985455645113122
19170980,4.632467161647753
19780958,3.817556961660597
15649332,6.130888576353517
2330139,4.261105050579139
18324815,4.987648508071445
19812298,4.31418210520519
6573831,4.5068635562086525
7790855,4.650725058634277
9697230,4.202623600172276
2671736,4.630598660308268
13748851,4.902763400109972
15872614,4.179504134637103
8777405,4.109363604609088
10502172,3.896067811861144
12042,6.013726943696129
15793708,5.268523412690993
14336061,3.97866057376123
15343420,4.672891404490836
8446914,3.98313832542995
5995416,4.032021156280132
458046,4.3475595361801815
14190524,3.6761339850307198
15603347,5.126202561554255
19734162,6.284446214353693
14717119,5.09454893236404
14223920,5.1102175514874135
6487660,6.294698736221702
982276,4.599474732661083
2365726,5.4780168414757755
17747697,5.216017478545195
16417593,4.259579575760877
3749971,4.6267564399707
11585687,4.750719088697692
11817975,6.133585760887268
21154164,4.219361960890694
16515340,4.032514637884691
18942735,4.901518289427802
8326500,4.36949088165705
16050862,5.5367003495222145
14969237,4.245820582953931
7727070,4.755003754844764
13902602,5.327195615186092
41399,3.73844332200472
6045552,5.192365281083754
18022456,5.040216309575304
4288361,5.043663349767744
3771687,5.181464885016561
3032355,3.938942414037464
17764327,3.847313874431797
19270209,4.993634573794408
15087740,4.012932794154988
17681551,4.688720971120533
13504225,4.1996884683710896
3635723,5.900526543644377
4529762,4.928890326126416
1364192,5.144862840602555
13978543,5.027325184380196
3812865,4.045633611010596
20409370,5.875317358023848
10051649,5.511298022680372
11528550,4.898421915886796
14323505,4.949354658744647
10001022,5.535492284202113
16256170,4.495199774333746
18502823,4.759040101125939
44229,4.109420377449195
17071836,4.6636769576344985
3630011,5.581308896881939
1551044,5.812809543312478
13387556,3.8352402643059147
4041351,4.467766903732936
1499843,5.410783530714899
16260159,4.33267193230487
13815237,5.183176534523811
15940241,4.745116707481689
20720916,5.16954433399969
900456,4.367389496576266
12749596,4.614845153678538
14815230,5.606206166844642
12384924,5.379128854112082
17929451,4.673190416294117
1841356,4.655649028115632
1297644,6.599330196741011
10035023,5.03343897862721
183859,6.161010786934527
15913550,4.632231174986304
17422735,4.1619193468244005
20076523,4.427126516279938
8171013,3.8182507845164277
15342385,5.098304519960595
18568023,3.9806261133206675
3884105,5.155711379140286
3081560,5.290981889248263
20671819,5.311856703821766
12672097,5.326698653274443
13450500,4.648603236517829
15734872,4.938428057565882
15006609,5.431437842224797
2876014,4.391759178817473
16638682,4.890149590646612
10194572,5.053599489329683
6862594,4.698587422058841
3231803,4.427676071152409
20224058,4.044379242436815
12326470,5.40115202867879
5651414,5.585878987981033
5805319,4.5803153077907925
18375219,6.2486281013329386
18239401,5.095540744878235
19883215,5.936773343278566
6677646,4.716725098501439
7345170,4.2735555563737035
19103830,4.858832262349273
19891590,5.006800209009823
19466277,4.548292154780115
15857972,4.100314763987949
11819334,5.339419674927576
13632841,4.372688425617929
13548848,4.120968344019573
15498564,5.111492045597101
16740536,5.481265382136531
12418668,4.4684455515117
18324607,4.303590940197053
3517289,4.296879474247569
15832351,4.673817738221645
13032846,4.207160739895198
14805637,4.836546029074732
19224852,4.803742889339857
12494576,4.480024113771362
17927389,4.891726345979934
1693524,4.5218199531091114
16413243,4.493337947383807
15008493,5.385572597460225
17767757,4.167358842703077
12113989,4.936765290154482
6898039,4.157246280033239
207250,5.110541094487454
14168664,4.8560334266041485
9788738,4.963104514953579
6642680,5.570180045230593
7911161,5.6108259466727635
4447990,3.485373615298493
763569,4.645069062860491
11047622,5.624769050605384
7651189,4.662358381003828
16765291,5.331148199769455
14486682,4.60850991491233
8794908,4.1419886517818885
2551952,4.230925999911868
573701,4.121289709811775
20067870,4.387064111685287
12274644,4.333979911886635
8072314,4.188692734833278
18622462,5.193721154335043
1371310,4.274035347927761
6938818,5.436404245200534
16442460,4.980855360097189
2250130,4.887621096857297
16478955,3.6321617412248552
6716199,4.782222536906039
15392180,5.390712404245599
20567217,4.435807494954455
1851767,5.470206332452901
10920624,5.021127104847361
10455934,3.8168458281556568
13028002,6.404114230288151
9981578,5.287667653676547
11039706,4.644901552649362
1347204,4.5544944338817075
7203642,5.334901077155351
8862058,5.876868415128479
3153603,5.260106786415671
16352847,5.273971416579127
193393,4.550220344000072
18018755,4.68751316203893
20788168,4.48264096320638
15819031,4.143758248357059
18527258,4.466621292931536
13466505,4.03973769189514
15452543,4.935839495375103
7973885,4.441699954832789
9199346,4.777737419318436
17175597,3.7131846807449316
20568215,4.709264164944291
18022807,5.80507497538459
5395031,4.340651731375533
3167626,3.963922390416364
11730504,4.674618105049141
10770836,5.1251163328886244
5946583,4.989294364989315
6166826,4.128538566113971
8953744,4.381574446704494
7054267,6.145302937089662
19438842,4.969836328651714
2432788,6.071082573944244
12340135,4.515934871210537
4729927,4.697885277233362
11734816,5.120717755349868
5709013,4.089611968670511
16646297,4.605307796898257
9119015,4.130201123911092
7247763,4.859736250514196
19602101,4.687227184741522
8914789,4.1671025935582096
7281613,4.0646751667355945
7961104,6.159226431326889
1365028,4.92469922138116
6793945,4.217327247214978
3318240,4.776933054775792
5269442,4.029160640884057
1446428,5.014076981361557
9629425,4.118122198551936
19767282,5.0692026274294655
7591467,4.287449536768455
4967549,4.904315976178495
10270377,4.430990267008101
4701058,5.34578269518683
18111901,5.662544058917601
9280917,5.204632053190816
16963514,4.26044246397085
6119700,4.287067974233661
18007668,4.776787386962663
17238535,4.6655432586015895
8760046,5.6961880938895515
9461238,4.335168742958763
7749568,5.327533084239941
7010001,4.0851736026475765
3278758,4.236309514956104
9524928,4.195493482552006
17824338,5.69009389648098
7495711,4.785468244917029
20619757,4.615784864397471
15181459,5.1299067293992735
17112975,4.012334959820059
14422390,4.411316611872561
9138319,4.233192467337614
11337445,4.860070599673337
6504159,4.308751187207274
17483642,4.258716707337745
19905170,4.663329359540511
11774112,4.979287445893974
4495026,5.411512757422164
17173015,4.7003723873026235
5735341,4.818885770762396
15216224,4.433461556328716
16249009,4.399738963805751
4951402,4.682018770464367
11888603,5.268867744200861
4623011,5.390567856377755
14344427,4.280166924564683
14887262,3.8869637045920538
15059051,6.232272739016311
6244773,4.523299404415031
16508474,5.209435207364129
4054332,4.919410917960794
1709089,6.422947677597529
16231631,4.508350663667078
9302921,5.349094263704084
15486635,3.9397749680114544
7228772,5.355280181884457
10804476,4.783853469407661
12092403,4.878424190294766
19815527,5.031806044269256
19431197,4.38925532605761
15599248,4.125359711591213
13589,3.951898617909408
2082694,5.2681030367111505
14184061,6.114506055663302
10593704,4.62346538409598
5771211,4.409908676790409
14919110,3.8223798187049587
17903300,4.917294125383858
7900575,5.216892650595256
12536976,4.463252312242997
7775431,4.155869250032664
11852437,4.390558708295972
11261700,3.8326976541481823
10960652,5.080990303531766
13245721,4.608194677028039
818518,4.961296969303265
393875,4.543340364927841
13916100,4.3988583995463095
14979266,5.648054558555206
20860793,4.592482970821759
10596447,4.6658281407164095
7025189,4.727446029382399
535641,5.195792379743052
5958680,4.508696473380198
20282481,5.122058491484158
6074078,4.815015875439428
12138787,3.970777325857202
18441094,4.8289639889225935
20326257,5.124092763128251
6931714,5.487341723890824
14872587,4.814923160449036
9331413,3.9409867589850975
149210,4.60764853931054
12346559,4.888311980851696
16434642,4.988043886445288
15758808,5.059969969667243
6847411,4.818862786564942
17882017,4.279363444857556
14950688,4.268934437207407
12871016,5.050723458414894
9563487,4.5772910790044365
5726250,4.471414238907471
14838379,5.481767537893124
13800443,5.6190208684718925
4358619,5.463985683219778
1506773,5.232358367818588
2012494,6.072432009914014
18178150,4.016053873999724
195578,4.4508228259699445
5860276,5.873028415346904
6278392,4.032417093272266
9155475,4.151757331252436
11443623,4.436592027680372
1346715,5.426470186239691
10087811,5.20000358927465
19550846,5.63916487674208
12446548,4.997862692547586
11317188,3.7572549743526515
16425763,4.723750246866074
1067251,3.9969268784643823
4030842,4.304381592472051
9866779,5.004051949981345
7601632,5.063506073631698
20378843,4.408279990176558
2958366,5.5831536843994165
3084267,5.112864517394136
15532799,6.801243872386923
945426,5.475225809280822
15928157,4.344906773703743
16396169,4.798177723615784
9189063,4.210370727355659
14549868,4.658998200433484
13752871,4.573546982251996
7019788,4.379724056074944
17764691,4.396433229161456
13598801,4.606074632154464
11205769,5.2265726080157355
15265988,5.3824559299634
12422277,4.661164700636608
16266043,4.474147638299681
15929281,4.140054712869858
6225501,3.9665163259831693
7968806,5.622677621854843
934609,4.355694054453428
14839995,4.2603452914498865
13625891,4.775112169937469
19982721,5.368981662624186
4744115,4.84205470766457
8440699,4.066581310715146
9515597,4.913768757343428
13734035,4.753045093823758
20026248,5.613563240675179
346805,4.452891891048143
17451486,4.934478619264259
20245126,5.991024480241691
6704276,5.527126241095375
1030265,4.778389596414804
13443722,3.887248106131457
11659296,6.116788141787113
5192414,4.0249677720480435
3250685,3.9316199867053054
6071405,4.329487509290786
14054966,4.664072853780993
9032140,5.48583220485139
924736,6.030996497876859
5567278,4.437871091555122
13497881,4.790028859633014
6881600,4.469198416330471
15067484,5.072863102130509
18550947,4.644604582454849
7777537,4.82971117533374
2211028,5.829087748281752
15774003,4.93308558668249
8807089,4.786715816802092
4387183,4.648626628265627
20679744,4.652318947285167
13741654,4.881175341792391
20725595,5.45642775162753
8275455,4.798210755370639
12955454,4.8711482918490105
19507918,4.475993172163033
15423732,5.787815440868293
7933896,4.015442542654433
11421292,4.9246306501408
17771656,5.737379687928142
15820365,4.594901218409355
4400008,4.866992016483598
17625226,4.668854435082797
898068,4.954905380669915
1273533,5.783001755856564
9513152,3.8727834035530257
7226513,5.2149576059323
19909756,3.788226136720818
9845352,4.740309283598948
12311236,5.11717975702862
841234,4.8182252963880785
8688748,5.086724789589347
9509369,4.7198427475221525
16702915,5.852278211214781
6004200,5.299233114843103
11059197,5.883020850246747
19654433,4.257550434485059
13377231,5.392466841312655
12885888,5.908549105615767
14386978,5.089132361020043
13481935,5.258446162465165
5117701,4.9713672200956935
15596610,5.103006327563711
3656971,5.473649421852695
12497438,4.263890099056789
14686119,4.586034405513844
15043768,4.152798771991565
10339057,4.605933914789853
6559730,3.9185640579528593
1212897,5.477472902862788
14010951,5.136606329520089
9474607,4.882788623176193
7671112,4.117785044821142
9340975,6.142665297215938
18691200,5.194642310602002
15481211,4.005070592560629
3694498,5.387664655583704
17223670,5.264728523494314
18616208,5.7683791175252805
4494338,5.0090501485536025
13504999,5.097621048042098
18461886,4.079677298475946
10733503,4.729454636424765
5899598,5.2091025601972945
4490826,6.036678224014279
3318593,5.95914865261559
1039931,4.326891043556296
13346110,4.387622537821423
95243,4.6195982194893475
593991,5.043379698706733
9676065,3.9441856082468636
7196412,4.886457478215261
4567558,4.1427228256853414
4142125,5.125372579456591
1616540,5.150103482534175
602888,5.345208592067716
15952947,4.981708865142531
13190103,4.715819160422438
5297292,4.992075203864274
3380344,4.221418725846368
371767,4.589059845584675
9363721,5.632112860848364
15649021,4.184103860569173
13452474,4.475965115478365
1246711,5.685717537868975
8126890,4.383306697103019
20386464,4.118722377234304
13360012,5.9069166352655325
11737510,4.66441386504692
63003,4.368233437908935
19113883,4.081703030344702
16040153,5.565851080054323
20150874,4.538393091323768
20139611,4.559023552549694
12956315,5.561193220198089
6185426,4.567830883237931
15804493,4.281483445818485
3558850,5.712824169679999
19238409,3.921762185838353
13591025,4.00479929367523
19334066,4.873755232660281
15377706,5.179707836449882
1426529,4.978140174837641
15663291,4.393021240783932
16214045,4.680282215278339
15771398,4.802153298752881
1665638,4.496416638892143
1308927,5.458936183660412
356370,3.8309760418725163
725255,4.594620315612927
14185372,4.340211029215235
3886521,5.325881713539225
16689918,3.857107224976006
21151013,3.733795205549999
16742323,4.366555305829268
5526210,5.591274367951397
18706454,4.682476639855822
17961134,5.7650751592723095
16523033,5.022729027887968
12899127,4.646603146965149
5194984,4.780417682257513
6684189,4.658642153629972
15582339,5.675906440362144
14474140,4.737543784381747
16256352,4.516604735766734
16220406,4.010296973156652
9449718,4.7489791816045726
19915657,4.7383550995459265
9043726,4.722963467311224
17895460,4.573614364720733
17682843,4.921964530203708
13914468,4.483214442299478
15580808,4.97783080073958
6091808,4.122511325345137
18182282,4.061010694141089
19473060,4.535381507160944
18314141,4.3770549829595025
65408,4.204394758470389
2808417,5.949327112536626
18402568,4.510778384120525
18428588,4.266948649456264
17903384,5.015158748353719
12138634,4.630282461197966
8202578,4.364024553042945
15071108,3.6320863303851683
3794190,5.49059513317267
7514978,4.507987015642185
17000016,4.624246964612608
16426559,6.107663029010484
18429433,4.098711286173572
16067657,4.523250810400798
14653743,5.22858957075229
18237513,5.12975717008121
14164359,3.673784966197763
19777168,3.9974879222169895
193853,4.040566042849542
6025389,5.54873220424207
5969842,4.646436494843645
9473837,5.449495213182488
14805196,3.830655139143421
21091336,5.020252659650374
14826630,6.1897268986560015
2441418,4.465421692482495
7361438,5.211190389841793
1090545,4.543995193462026
17796760,5.444831320984774
11927008,4.822422544929536
1391215,4.899896781039231
17765242,5.358797584468044
16543246,4.09742032847336
11153954,4.793418094805475
20234853,5.570420648031403
9767864,4.8684189865393055
11496612,4.422448184597208
2598026,4.51017930927093
9405466,3.9330477008524665
6395433,4.010841829160415
19946213,4.6273067223579485
12069600,4.872830861648509
17547338,4.43407880720346
11812196,3.1805775789133
6384622,4.2049270098003975
16186033,3.828592604814607
10965768,3.7699099194866648
19120941,5.308725826289686
15301587,4.75817550199286
14185264,5.190228282824982
11881882,4.708905688095736
17479949,4.853358173331256
17942767,4.003777684108289
19360685,4.304693475199411
17947340,4.149749945505132
16685411,4.661055199250743
1630572,4.775525199601045
22453,4.926856203930165
20558064,5.14313893189584
1971540,5.799602429969285
20269435,4.725045202129604
12762416,4.978624303171752
16643990,4.393002396116222
15397120,4.6547538622798
16408202,5.830220667969144
19873282,5.590576020069445
8409178,4.833821551131497
5710107,6.310097107484648
8902304,4.179847531721049
4403159,4.482685495613335
7633507,5.306923760502687
1759389,5.377072812577395
8269421,4.151451108995178
12683014,4.826106335344859
2137113,5.480568714552548
14784440,4.846331815219566
19946195,4.656306311363372
16396640,4.865818638264594
13401235,4.441067197555399
12951444,4.191384133199403
7146997,4.399154482444373
8865315,4.064466406130278
11461920,5.074996415502472
5192165,4.779816573029786
1961361,5.069467579319244
2529318,4.270959724319358
17345671,4.215279869533344
2203450,4.898838018976284
16512828,5.139221856580594
1033754,4.573308980486231
2266010,6.040619585986426
13955165,5.137431370403245
14981522,5.050471144204722
15980213,5.192868604291661
18411446,5.6623447817517265
13076718,6.037710382170898
17690331,5.03458258125176
7265118,4.422295535472464
17574138,5.308064676455234
21055294,5.345393849141022
39059,5.242896629424228
3421168,5.406477714394281
14538600,4.959984176313881
12156007,5.659926410446386
5559015,3.8512059700748003
8588621,4.0602939164654765
8068609,5.533326330771415
5194724,4.609382855371405
20197869,5.123898687923449
40138,4.225574709034431
18615898,3.927525557605978
18077069,5.031843274446069
4455094,4.851636960115045
8772093,6.16364772834825
18340679,4.216365114144888
19735537,5.104737831555069
7563445,4.422320943161428
4363132,5.16827115668638
6070550,3.946931765789805
7715747,4.269961220375174
9806843,5.91310090900793
9607093,5.361802492592873
18342603,4.887011184767782
16780183,5.875235444050871
21148259,5.0125833190294005
7399972,4.646617799060596
8201902,4.09412801846568
9921802,4.979664564151403
12737896,5.169502159869973
20788590,4.700994634688654
3758686,4.7363181637758345
1198536,5.02398253379954
16415673,5.29121502359851
13168270,4.622055702459511
17509140,4.8435848752787045
19361346,4.945961731525495
18344553,4.334275979392891
11218995,4.589789668286559
16416210,4.671713762689941
7808601,4.77812740280316
14768793,4.766832425153431
3442098,4.784974772360261
14884702,4.932077388251309
9387676,4.164970988187766
7021851,4.960282011728013
7397916,4.27541390102712
4704514,5.136574203744306
4278720,5.175083150292426
707443,4.98758216886406
15271428,4.699754697975158
4227479,5.103805165946703
21188095,4.782574582612691
16272848,4.776988446128403
4068953,3.9636014133202915
17909001,4.255056901652671
20269422,4.67761379809388
20857329,4.896304968290099
13085694,5.16201471634866
914325,4.90173232305736
20917894,5.778079349012682
20491184,4.735090240299803
553872,4.353568563345629
9110796,4.664421344305409
13430730,4.838341157543816
18360567,5.042276106946185
19809264,4.606654733974728
17346379,3.760352697632123
14284554,4.108970101871106
1489175,5.2283823804861465
982395,5.0219278775477125
16275525,5.291914798170139
20872076,3.5558203793491217
147474,4.082486030149091
12974200,4.7131384657206095
4246324,5.886027641230447
11950735,4.660376207701088
17904544,4.492164830833993
1295083,4.800942069761122
17286950,3.9612834432081714
6199255,5.020677195528692
5469403,4.8582731642837675
14054177,4.742819437590074
13674816,5.25938924646425
3534379,3.6021139982954216
1868513,5.359909793157615
20750730,5.1706538933828865
21122043,4.273395894088052
18155852,4.100482035841727
6973744,5.020202631292411
9332830,4.387206748348411
16543492,4.639348465674096
20481541,5.19464204327583
16243222,4.594837993738638
13417302,6.501753071066197
15423388,4.401326797487735
17681652,5.0427518064304895
15989064,5.102328576471616
19737981,4.986729837968024
19227365,5.278353352160866
1226596,4.534511982939499
126443,5.259741475819631
6692642,4.587942062539579
1768298,3.9889326290171008
14250826,5.150260728548215
3303004,5.530334892214436
14761517,5.193493017946209
8052243,5.432959046028297
21108505,5.8946122711154265
7395368,4.367245256005148
14151414,5.012526587720081
16067999,4.9451517567779435
12046665,4.1551683414414216
782126,5.161260667913392
4799785,4.459695592093481
19071291,5.841052966598669
16336709,4.4756402950913845
1297940,5.523615525292119
4935544,4.736235781581767
2537740,3.9896407300593513
2518907,3.974739565404154
16466720,4.038422640424754
1303261,4.575685072018215
12720048,4.151532248302903
16739659,4.986336023133027
7987167,4.485479210153834
2557018,4.34292255266482
4227273,4.289440080658131
18584815,4.919872089943337
21077407,5.010519542470421
4342304,4.008779606545586
19671104,4.755193483642973
16274148,5.158973665193546
10074308,4.685483588924232
5296718,4.936274503809647
10502452,5.325850746449626
17776058,4.49921954179089
15927523,4.466187708762789
17532796,5.472225074443883
14783949,4.707361284828759
4574224,4.048836666653226
15149053,4.679639848063875
6936417,4.021039747742984
17542011,4.383720173786138
4729888,4.822866916239177
4016385,3.8746942820441665
20599017,4.477718450353792
1641253,4.730235569625495
18527992,5.140394287241236
20433367,4.452167031916245
19338355,4.745290337853817
13396831,4.516798900859536
21009477,5.370074446012556
18888793,3.7941577084751903
5557097,4.738137114760023
7367489,5.246701180688744
6713114,4.310627310909357
3485081,5.103198844466874
7755144,4.724596949186341
13745923,5.1694840275785845
18238240,5.263650101575795
7937556,4.319622233110342
7902219,4.471555464363887
13582811,4.359138690779845
8884275,6.6653153622354235
17513655,6.808802011711824
4029464,5.33869069001509
4033728,4.417780729895843
15964139,4.515680710239963
3758296,4.714742458032453
19125378,4.48046536722003
9078184,4.818908042426054
17528120,4.145077573512403
4350464,4.294169465071432
13434856,5.550900690346478
3687771,5.177686962834364
6730582,4.219161904286874
5132940,4.8897167793987
